id результата;Команда;Баллы;Сдал(-а);Посещение до Контрольная работа 1;Баллы до Контрольная работа 1;Контрольная работа 1;Посещение до Контрольная работа 2;Баллы до Контрольная работа 2;Контрольная работа 2;Посещение до Контрольная работа 3;Баллы до Контрольная работа 3;Контрольная работа 3
175;АЛГЕБРА Л-01;100.0;1;0.27;7.0;10.0;0.0;7.0;7.0;0.12;29.0;10.0
176;АЛГЕБРА Л-03;77.0;1;1.0;38.0;9.0;1.0;8.5;9.0;1.0;15.75;11.0
177;АЛГЕБРА Л-05;76.0;1;0.82;15.75;13.0;0.8;6.0;8.0;1.0;0.0;20.0
178;АЛГЕБРА Л-09;50.0;0;0.82;30.0;1.0;0.6;0.0;12.0;0.62;2.0;10.0
179;АЛГЕБРА Л-03;76.0;1;0.55;25.0;20.0;0.4;2.0;0.0;0.75;13.0;20.0
180;АЛГЕБРА Л-07;1.5;0;0.64;21.5;0.0;0.4;0.0;0.0;0.0;0.0;0.0
181;АЛГЕБРА Л-03;76.0;1;0.91;0.0;19.0;1.0;0.0;19.0;1.0;0.0;20.0
182;АЛГЕБРА Л-09;83.0;1;0.82;18.0;14.5;1.0;0.0;14.0;0.75;0.0;17.5
183;АЛГЕБРА Л-08;92.0;1;0.55;37.5;20.0;1.0;0.5;14.5;0.75;20.5;18.5
184;АЛГЕБРА Л-02;94.5;1;1.0;22.0;6.5;1.0;10.0;7.0;1.0;20.5;12.0
185;АЛГЕБРА Л-08;75.0;1;1.0;36.0;1.0;1.0;4.0;20.0;1.0;12.0;10.0
186;АЛГЕБРА Л-08;61.0;1;0.73;26.0;14.0;1.0;8.0;8.0;0.88;0.0;10.0
187;АЛГЕБРА Л-08;61.0;1;0.91;21.0;13.0;0.6;0.0;5.5;1.0;0.0;12.5
188;АЛГЕБРА Л-07;81.0;1;0.91;34.0;11.0;1.0;5.0;18.0;1.0;8.0;15.0
189;АЛГЕБРА Л-07;20.0;0;0.82;22.0;1.0;0.8;0.0;17.0;0.75;0.0;0.0
190;АЛГЕБРА Л-02;76.0;1;1.0;0.0;15.0;1.0;8.0;3.0;1.0;0.0;20.0
191;АЛГЕБРА Л-09;61.0;1;0.82;30.0;12.0;0.4;0.0;5.0;1.0;13.0;3.0
192;АЛГЕБРА Л-01;62.0;1;0.45;28.0;15.0;0.8;0.0;9.0;1.0;16.0;0.0
193;АЛГЕБРА Л-02;9.5;0;1.0;23.0;3.0;1.0;0.5;0.0;1.0;5.0;0.0
194;АЛГЕБРА Л-08;91.0;1;0.64;0.5;17.75;1.0;0.5;14.0;1.0;15.0;16.5
195;АЛГЕБРА Л-09;91.0;1;0.36;27.25;20.0;1.0;0.5;20.0;1.0;20.0;18.0
196;АЛГЕБРА Л-02;81.5;1;0.91;16.0;5.5;0.4;4.5;16.0;1.0;14.5;10.0
197;АЛГЕБРА Л-03;40.0;0;0.64;29.0;0.0;0.0;0.0;0.0;0.5;4.0;16.0
198;АЛГЕБРА Л-04;30.0;0;1.0;24.0;20.0;1.0;1.0;0.0;1.0;0.0;3.0
199;АЛГЕБРА Л-06;76.5;1;0.64;2.5;5.0;0.0;3.0;8.0;0.62;0.0;18.0
200;АЛГЕБРА Л-02;65.0;1;0.64;40.0;12.0;0.8;0.0;20.0;0.88;0.0;16.0
201;АЛГЕБРА Л-09;76.0;1;0.55;17.0;16.0;1.0;0.0;12.5;0.88;15.0;13.0
202;АЛГЕБРА Л-01;1.5;0;0.27;19.5;0.5;1.0;0.0;0.0;1.0;1.0;0.0
203;АЛГЕБРА Л-01;86.0;1;0.64;0.0;20.0;1.0;0.0;15.0;1.0;21.0;0.0
204;АЛГЕБРА Л-01;100.0;1;0.18;30.0;9.0;0.0;2.0;2.0;0.12;58.0;5.0
205;АЛГЕБРА Л-07;4.5;0;0.45;24.0;0.0;0.2;0.0;1.0;1.0;2.0;0.0
206;АЛГЕБРА Л-09;91.0;1;1.0;1.5;17.0;1.0;0.0;16.0;1.0;0.0;20.0
207;АЛГЕБРА Л-05;91.0;1;0.64;38.0;14.0;0.8;6.0;7.0;0.75;4.0;20.0
208;АЛГЕБРА Л-05;76.0;1;0.91;40.0;15.0;1.0;0.0;20.0;1.0;0.0;14.0
209;АЛГЕБРА Л-09;33.5;0;0.73;27.0;8.0;0.8;0.0;3.5;1.0;10.0;5.0
210;АЛГЕБРА Л-09;25.0;0;1.0;7.0;1.0;1.0;0.0;20.0;0.88;0.0;4.0
211;АЛГЕБРА Л-07;27.0;0;0.82;7.0;1.0;0.8;3.0;2.0;0.62;2.0;0.0
212;АЛГЕБРА Л-06;46.0;0;0.55;16.0;17.0;0.6;0.0;16.0;0.62;0.0;2.0
213;АЛГЕБРА Л-02;83.0;1;0.82;8.0;20.0;1.0;4.0;20.0;0.62;3.0;15.0
214;АЛГЕБРА Л-05;91.0;1;0.73;20.0;14.0;1.0;6.0;7.0;0.75;4.0;20.0
215;АЛГЕБРА Л-02;91.0;1;1.0;40.0;10.0;1.0;9.0;14.0;1.0;0.0;20.0
216;АЛГЕБРА Л-03;66.0;1;0.82;38.0;12.0;1.0;0.0;16.0;0.88;0.0;18.0
217;АЛГЕБРА Л-05;0.0;0;0.27;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
218;АЛГЕБРА Л-06;8.0;0;0.45;1.0;2.0;0.8;5.0;0.0;0.0;0.0;0.0
219;АЛГЕБРА Л-03;77.0;1;0.82;5.0;9.0;1.0;7.0;9.0;1.0;11.5;11.0
220;АЛГЕБРА Л-08;61.0;1;1.0;24.5;15.0;1.0;8.0;0.0;1.0;0.0;18.0
221;АЛГЕБРА Л-08;0.0;0;0.36;20.0;0.0;0.6;0.0;0.0;1.0;0.0;0.0
222;АЛГЕБРА Л-07;0.0;0;0.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
223;АЛГЕБРА Л-08;84.0;1;0.82;0.0;20.0;1.0;0.0;10.5;1.0;0.0;17.5
224;АЛГЕБРА Л-04;63.0;1;0.82;37.0;15.0;1.0;3.0;20.0;1.0;0.0;15.0
225;АЛГЕБРА Л-09;77.0;1;1.0;9.0;1.0;1.0;3.0;20.0;1.0;8.0;20.0
226;АЛГЕБРА Л-01;8.5;0;0.18;25.0;1.0;1.0;0.0;2.0;1.0;1.0;1.0
227;АЛГЕБРА Л-09;28.0;0;0.27;3.5;0.0;0.4;2.0;20.0;0.5;2.0;4.0
228;АЛГЕБРА Л-07;9.0;0;0.73;2.0;0.0;0.6;0.0;7.0;0.62;0.0;0.0
229;АЛГЕБРА Л-03;76.0;1;0.82;0.0;17.0;1.0;0.0;20.0;1.0;0.0;20.0
230;АЛГЕБРА Л-03;47.0;0;0.82;19.0;11.0;0.6;0.0;12.0;0.88;0.0;14.0
231;АЛГЕБРА Л-06;79.0;1;1.0;17.0;0.0;0.4;1.0;20.0;1.0;0.0;15.0
232;АЛГЕБРА Л-04;44.0;0;0.73;37.0;14.0;1.0;0.0;13.0;0.75;0.0;8.0
233;АЛГЕБРА Л-02;61.0;1;0.82;8.0;16.0;0.8;8.0;4.0;1.0;0.0;15.0
234;АЛГЕБРА Л-02;76.0;1;0.82;18.0;10.0;1.0;8.0;4.0;1.0;0.0;18.0
235;АЛГЕБРА Л-09;61.0;1;0.82;36.0;19.0;1.0;0.0;3.5;0.88;10.25;6.0
236;АЛГЕБРА Л-08;91.0;1;0.82;22.25;14.0;1.0;8.0;13.0;1.0;0.0;20.0
237;АЛГЕБРА Л-06;61.0;1;0.18;41.75;4.0;0.6;0.5;3.2;0.88;8.55;7.0
238;АЛГЕБРА Л-01;63.35;1;0.64;39.8;3.0;1.0;2.55;4.0;0.75;2.0;12.0
239;АЛГЕБРА Л-09;97.0;1;0.82;36.0;20.0;1.0;2.0;20.0;0.88;1.0;20.0
240;АЛГЕБРА Л-04;20.0;0;0.82;31.0;10.0;1.0;0.0;0.0;0.38;0.0;2.0
241;АЛГЕБРА Л-06;61.0;1;0.82;13.0;0.0;0.6;0.0;12.0;0.75;0.0;12.0
242;АЛГЕБРА Л-02;77.0;1;0.82;32.0;20.0;1.0;0.0;20.0;0.88;0.0;19.0
243;АЛГЕБРА Л-01;57.5;0;0.27;18.5;7.0;0.0;2.0;8.0;0.12;9.0;4.0
244;АЛГЕБРА Л-06;98.0;1;0.91;43.0;20.0;0.6;10.0;20.0;1.0;11.0;20.0
245;АЛГЕБРА Л-01;91.0;1;0.27;0.0;18.0;1.0;1.0;17.0;1.0;16.0;17.5
246;АЛГЕБРА Л-07;70.0;1;1.0;23.5;1.0;1.0;0.0;20.0;1.0;8.0;13.0
247;АЛГЕБРА Л-03;81.0;1;0.91;34.0;8.0;1.0;8.0;12.0;0.88;12.75;10.0
248;АЛГЕБРА Л-01;61.0;1;0.18;26.25;11.75;1.0;0.0;14.5;1.0;12.0;6.0
249;АЛГЕБРА Л-02;93.0;1;1.0;16.75;16.0;1.0;5.0;19.0;1.0;8.0;20.0
250;АЛГЕБРА Л-06;91.0;1;0.91;27.0;20.0;1.0;0.0;20.0;1.0;0.0;20.0
251;АЛГЕБРА Л-03;83.0;1;0.91;33.0;7.0;1.0;10.0;11.0;1.0;14.5;12.0
252;АЛГЕБРА Л-09;40.0;0;0.64;21.0;12.0;1.0;0.0;3.0;1.0;10.0;11.5
253;АЛГЕБРА Л-06;70.0;1;0.73;10.1;9.0;1.0;3.25;5.0;0.88;9.2;10.45
254;АЛГЕБРА Л-01;68.0;1;0.36;32.0;14.0;0.8;0.0;9.0;1.0;22.0;0.0
255;АЛГЕБРА Л-09;76.5;1;0.73;17.0;12.0;1.0;0.0;16.0;0.75;0.0;15.5
256;АЛГЕБРА Л-02;77.0;1;0.82;33.0;20.0;1.0;3.0;12.0;0.62;2.0;20.0
257;АЛГЕБРА Л-02;76.0;1;0.91;20.0;20.0;1.0;9.0;4.0;1.0;0.0;20.0
258;АЛГЕБРА Л-07;15.0;0;0.91;24.0;2.5;1.0;2.0;4.0;1.0;5.5;0.0
259;АЛГЕБРА Л-07;84.0;1;0.73;3.0;15.0;0.8;4.0;15.0;0.88;7.0;15.0
260;АЛГЕБРА Л-04;78.0;1;1.0;27.0;20.0;1.0;1.0;20.0;1.0;7.0;20.0
261;АЛГЕБРА Л-01;38.0;0;0.36;8.0;20.0;0.4;0.0;1.0;0.88;17.0;0.0
262;АЛГЕБРА Л-05;91.0;1;0.82;0.0;20.0;1.0;6.0;0.0;0.88;5.0;20.0
263;АЛГЕБРА Л-05;81.0;1;0.91;40.0;8.0;0.8;12.0;15.0;0.88;5.0;9.0
264;АЛГЕБРА Л-02;74.0;1;0.64;34.0;15.0;1.0;5.0;7.0;0.5;4.0;20.0
265;АЛГЕБРА Л-01;15.0;0;0.36;24.5;6.0;0.4;0.0;5.5;0.62;0.0;0.0
266;АЛГЕБРА Л-01;61.0;1;0.27;0.0;0.0;1.0;0.0;7.75;1.0;9.5;13.0
267;АЛГЕБРА Л-06;76.0;1;0.91;36.75;15.0;1.0;0.0;20.0;1.0;0.0;18.0
268;АЛГЕБРА Л-03;61.0;1;0.91;17.0;18.0;1.0;0.0;14.0;0.88;0.0;13.0
269;АЛГЕБРА Л-03;92.0;1;0.82;21.0;20.0;1.0;8.0;20.0;0.75;9.0;20.0
270;АЛГЕБРА Л-02;77.0;1;0.82;14.0;15.0;1.0;5.0;7.0;0.88;11.0;20.0
271;АЛГЕБРА Л-07;78.0;1;0.45;17.0;1.0;1.0;0.0;20.0;1.0;10.0;10.0
272;АЛГЕБРА Л-04;66.0;1;1.0;39.0;1.0;0.8;4.0;1.0;0.75;6.0;20.0
273;АЛГЕБРА Л-03;76.0;1;0.82;30.0;19.0;1.0;0.0;20.0;1.0;0.0;20.0
274;АЛГЕБРА Л-09;15.5;0;0.27;17.0;9.5;0.4;0.0;4.0;0.12;0.0;2.0
275;АЛГЕБРА Л-04;82.0;1;0.91;0.0;18.0;1.0;0.0;20.0;0.88;0.0;20.0
276;АЛГЕБРА Л-07;2.0;0;0.45;26.0;0.0;0.6;0.0;0.0;0.5;0.0;0.0
277;АЛГЕБРА Л-02;16.0;0;0.82;0.0;7.0;0.4;5.0;4.0;0.12;0.0;0.0
278;АЛГЕБРА Л-02;61.0;1;0.82;1.0;15.0;0.8;0.0;13.0;0.62;0.0;14.0
279;АЛГЕБРА Л-07;76.0;1;1.0;20.0;1.0;1.0;1.0;20.0;1.0;15.0;5.0
280;АЛГЕБРА Л-01;77.2;1;0.64;39.8;6.0;1.0;4.6;2.5;0.88;6.3;18.0
281;АЛГЕБРА Л-05;76.0;1;1.0;32.0;9.0;1.0;9.0;7.0;1.0;0.0;20.0
282;АЛГЕБРА Л-08;91.0;1;0.91;31.0;17.5;1.0;0.0;16.0;0.88;0.0;18.0
283;АЛГЕБРА Л-09;76.0;1;0.91;39.5;19.0;1.0;0.5;11.0;1.0;16.5;13.0
284;АЛГЕБРА Л-08;61.0;1;0.55;16.0;10.0;1.0;0.0;2.5;0.75;13.5;9.5
285;АЛГЕБРА Л-04;99.0;1;1.0;29.5;19.0;1.0;5.0;3.0;1.0;8.0;20.0
286;АЛГЕБРА Л-04;85.0;1;0.91;44.0;19.0;1.0;5.0;1.0;1.0;8.0;20.0
287;АЛГЕБРА Л-06;31.0;0;1.0;35.0;8.0;1.0;0.0;16.0;1.0;0.0;0.0
288;АЛГЕБРА Л-01;94.0;1;0.64;7.9;8.0;1.0;7.6;10.0;1.0;9.5;15.0
289;АЛГЕБРА Л-02;49.6;0;0.82;41.6;5.5;1.0;1.0;7.0;0.88;4.0;10.0
290;АЛГЕБРА Л-01;100.0;1;0.64;22.5;20.0;0.0;14.6;10.0;0.12;10.4;7.0
291;АЛГЕБРА Л-02;44.5;0;0.91;36.0;3.5;1.0;3.0;5.0;0.75;8.0;7.0
292;АЛГЕБРА Л-02;61.0;1;0.82;18.0;1.0;0.4;2.0;7.0;0.75;6.0;20.0
293;АЛГЕБРА Л-09;0.0;0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
294;АЛГЕБРА Л-05;83.0;1;1.0;0.0;19.0;1.0;0.0;9.0;1.0;9.0;10.0
295;АЛГЕБРА Л-05;83.0;1;0.91;37.0;20.0;1.0;10.0;20.0;0.75;4.0;19.0
296;АЛГЕБРА Л-08;62.0;1;0.55;9.0;14.0;1.0;8.0;3.0;1.0;0.0;20.0
297;АЛГЕБРА Л-04;91.0;1;1.0;21.0;15.0;0.8;4.0;2.0;1.0;8.0;20.0
298;АЛГЕБРА Л-01;76.0;1;0.27;38.0;16.0;1.0;0.0;10.0;1.0;14.5;15.5
299;АЛГЕБРА Л-08;14.5;0;0.91;20.0;8.5;1.0;0.0;2.5;0.88;0.0;0.0
300;АЛГЕБРА Л-05;78.0;1;1.0;3.5;14.0;1.0;1.0;7.0;1.0;6.0;10.0
301;АЛГЕБРА Л-01;67.9;1;0.64;46.9;8.0;0.6;1.0;0.0;0.75;2.0;15.0
302;АЛГЕБРА Л-01;85.0;1;0.27;37.0;19.0;0.8;0.0;16.0;0.0;9.0;10.0
303;АЛГЕБРА Л-08;30.0;0;0.55;29.0;7.0;0.8;0.0;7.5;1.0;7.0;0.0
304;АЛГЕБРА Л-07;10.0;0;0.64;8.5;0.0;1.0;0.0;9.0;0.62;0.0;1.0
305;АЛГЕБРА Л-08;78.0;1;0.91;0.0;20.0;1.0;9.0;9.0;0.88;0.0;20.0
306;АЛГЕБРА Л-03;5.0;0;0.73;23.0;1.0;0.2;1.0;0.0;0.0;0.0;0.0
307;АЛГЕБРА Л-03;65.0;1;0.82;7.0;6.0;1.0;3.0;5.0;0.5;5.0;12.0
308;АЛГЕБРА Л-07;115.0;1;1.0;31.0;20.0;1.0;5.0;20.0;0.75;6.0;20.0
309;АЛГЕБРА Л-09;61.0;1;0.45;40.5;1.0;1.0;0.0;1.5;1.0;8.0;8.5
310;АЛГЕБРА Л-01;76.1;1;0.64;49.3;4.0;1.0;3.7;6.5;1.0;8.1;10.0
311;АЛГЕБРА Л-01;77.0;1;0.27;36.0;19.5;1.0;0.5;12.5;1.0;16.5;11.5
312;АЛГЕБРА Л-05;46.0;0;0.45;16.5;0.0;0.6;0.0;10.0;0.62;0.0;18.0
313;АЛГЕБРА Л-03;65.0;1;0.91;23.0;20.0;0.6;0.0;11.0;0.75;1.0;20.0
314;АЛГЕБРА Л-06;0.0;0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
315;АЛГЕБРА Л-02;25.5;0;1.0;1.0;3.0;1.0;0.0;6.0;1.0;4.0;0.0
316;АЛГЕБРА Л-09;78.0;1;0.91;18.5;9.0;1.0;1.0;8.0;1.0;17.0;10.0
317;АЛГЕБРА Л-03;61.0;1;0.82;26.0;17.0;1.0;0.0;16.0;0.75;0.0;18.0
318;АЛГЕБРА Л-06;5.0;0;0.36;10.0;0.0;0.6;0.0;0.0;0.38;0.0;0.0
319;АЛГЕБРА Л-04;33.5;0;0.45;5.0;6.0;1.0;0.0;10.5;0.88;0.0;7.0
320;АЛГЕБРА Л-03;20.0;0;0.09;10.0;4.0;0.4;0.0;8.0;0.25;0.0;0.0
321;АЛГЕБРА Л-05;40.0;0;0.82;8.0;6.0;1.0;0.0;5.0;0.75;0.0;10.0
322;АЛГЕБРА Л-04;80.0;1;1.0;24.0;20.0;1.0;7.0;20.0;1.0;3.0;19.0
323;АЛГЕБРА Л-09;46.5;0;0.82;10.5;4.0;1.0;1.5;4.0;1.0;14.5;7.0
324;АЛГЕБРА Л-09;98.0;1;0.91;13.0;20.0;1.0;1.0;20.0;1.0;5.0;15.0
325;АЛГЕБРА Л-04;0.0;0;0.27;35.0;0.0;0.4;0.0;0.0;0.12;0.0;0.0
326;АЛГЕБРА Л-05;43.5;0;0.64;0.0;10.0;0.8;0.0;12.5;0.62;0.0;7.0
327;АЛГЕБРА Л-08;61.0;1;0.64;14.0;13.5;1.0;0.5;2.5;1.0;13.5;12.5
328;АЛГЕБРА Л-02;54.0;0;0.73;18.5;17.0;0.4;0.0;17.0;0.12;0.0;10.0
329;АЛГЕБРА Л-06;95.0;1;0.55;12.0;20.0;1.0;4.0;15.0;1.0;0.0;20.0
330;АЛГЕБРА Л-04;100.0;1;0.73;42.0;20.0;1.0;15.0;20.0;0.88;9.0;20.0
331;АЛГЕБРА Л-06;11.0;0;0.64;12.0;0.0;1.0;7.0;0.0;0.75;0.0;0.0
332;АЛГЕБРА Л-05;39.0;0;0.82;2.0;3.0;0.4;0.0;19.0;0.5;0.0;11.0
333;АЛГЕБРА Л-04;65.0;1;0.91;8.0;11.0;1.0;5.0;1.0;1.0;8.0;20.0
334;АЛГЕБРА Л-07;67.0;1;0.91;17.0;13.0;1.0;2.0;20.0;0.88;4.0;20.0
335;АЛГЕБРА Л-04;61.0;1;0.45;7.0;16.0;0.4;0.0;7.0;1.0;0.0;10.0
336;АЛГЕБРА Л-02;77.0;1;1.0;29.0;16.0;0.8;2.0;15.0;0.88;4.0;16.0
337;АЛГЕБРА Л-08;76.0;1;0.64;23.0;20.0;1.0;8.0;4.0;1.0;0.0;20.0
338;АЛГЕБРА Л-01;67.3;1;0.55;25.0;5.0;0.2;1.3;17.0;1.0;20.0;0.0
339;АЛГЕБРА Л-08;82.5;1;0.73;23.0;18.5;0.8;0.0;15.5;0.88;0.0;14.5
340;АЛГЕБРА Л-03;76.0;1;1.0;40.0;20.0;1.0;8.0;20.0;0.75;0.0;12.0
341;АЛГЕБРА Л-05;78.0;1;0.64;10.0;17.0;1.0;0.0;3.0;0.88;10.0;8.0
342;АЛГЕБРА Л-07;12.6;0;0.64;40.0;0.5;1.0;0.5;4.0;0.75;0.0;0.1
343;АЛГЕБРА Л-08;61.0;1;0.18;7.5;13.0;1.0;0.5;12.75;0.88;4.0;0.0
344;АЛГЕБРА Л-08;46.0;0;0.64;31.25;16.0;1.0;0.0;15.5;1.0;7.0;7.0
345;АЛГЕБРА Л-09;96.5;1;0.55;0.0;20.0;0.8;0.0;16.5;1.0;0.0;20.0
346;АЛГЕБРА Л-03;39.0;0;0.55;40.0;8.0;1.0;0.0;9.0;0.5;0.0;16.0
347;АЛГЕБРА Л-09;2.0;0;0.18;6.0;0.0;0.0;0.0;0.0;0.88;0.0;0.0
348;АЛГЕБРА Л-09;21.0;0;0.36;2.0;1.0;1.0;0.0;20.0;0.38;0.0;0.0
349;АЛГЕБРА Л-08;95.0;1;1.0;3.0;1.0;1.0;5.0;20.0;1.0;15.0;20.0
350;АЛГЕБРА Л-09;7.5;0;0.64;33.0;3.5;0.6;0.0;0.0;0.62;2.0;0.0
351;АЛГЕБРА Л-03;85.0;1;1.0;12.0;20.0;1.0;9.0;20.0;0.75;0.0;17.0
352;АЛГЕБРА Л-04;88.0;1;1.0;15.0;20.0;1.0;13.0;20.0;1.0;0.0;17.0
353;АЛГЕБРА Л-02;52.0;0;0.82;16.5;6.0;0.8;0.5;12.0;0.75;5.0;8.5
354;АЛГЕБРА Л-06;61.0;1;0.82;26.5;1.5;1.0;2.65;1.5;0.62;6.35;2.0
355;АЛГЕБРА Л-02;76.0;1;1.0;38.0;14.0;1.0;5.0;9.0;1.0;8.0;20.0
356;АЛГЕБРА Л-06;95.0;1;1.0;31.0;20.0;1.0;11.0;20.0;1.0;0.0;20.0
357;АЛГЕБРА Л-04;48.0;0;0.91;9.0;5.0;1.0;0.0;12.0;0.88;0.0;16.0
358;АЛГЕБРА Л-01;61.0;1;0.18;15.0;9.0;0.6;0.0;11.0;0.88;9.0;9.75
359;АЛГЕБРА Л-09;91.0;1;0.55;22.25;20.0;0.8;0.0;15.5;0.75;18.0;14.5
360;АЛГЕБРА Л-08;61.0;1;0.64;23.0;9.0;0.6;3.0;5.0;0.25;0.0;20.0
361;АЛГЕБРА Л-03;76.0;1;0.82;28.0;20.0;1.0;8.0;20.0;0.75;4.0;13.0
362;АЛГЕБРА Л-03;76.0;1;1.0;11.0;11.0;1.0;5.0;3.0;1.0;8.0;20.0
363;АЛГЕБРА Л-01;61.0;1;0.18;25.0;14.0;0.8;0.0;12.0;0.88;13.0;5.0
364;АЛГЕБРА Л-01;0.0;0;0.36;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
365;АЛГЕБРА Л-08;61.0;1;1.0;0.0;18.0;1.0;0.0;3.0;0.75;0.0;7.0
366;АЛГЕБРА Л-05;71.0;1;0.55;33.0;0.0;1.0;5.0;20.0;0.75;7.0;20.0
367;АЛГЕБРА Л-09;18.0;0;0.64;20.0;0.0;1.0;1.0;6.0;0.25;0.0;2.0
368;АЛГЕБРА Л-09;76.0;1;0.82;8.0;18.0;1.0;0.0;14.0;0.75;0.0;17.0
369;АЛГЕБРА Л-09;76.0;1;0.55;27.5;17.0;0.8;0.0;15.0;1.0;19.0;13.5
370;АЛГЕБРА Л-07;4.0;0;0.64;13.0;0.0;0.8;0.0;0.0;0.88;0.0;0.0
371;АЛГЕБРА Л-05;99.0;1;0.91;11.0;20.0;0.8;8.0;20.0;0.75;3.0;20.0
372;АЛГЕБРА Л-05;0.0;0;0.73;19.0;0.0;0.0;0.0;0.0;0.38;0.0;0.0
373;АЛГЕБРА Л-09;0.0;0;0.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
374;АЛГЕБРА Л-05;82.0;1;0.91;0.0;20.0;1.0;0.0;8.0;0.88;5.0;9.0
375;АЛГЕБРА Л-04;88.0;1;0.82;44.0;15.0;1.0;5.0;1.0;1.0;8.0;20.0
376;АЛГЕБРА Л-03;82.0;1;0.82;42.0;20.0;0.8;8.0;20.0;0.38;2.0;18.0
377;АЛГЕБРА Л-02;61.0;1;0.82;11.0;2.0;0.6;3.0;6.0;0.62;5.0;20.0
378;АЛГЕБРА Л-04;87.0;1;0.73;25.0;15.0;1.0;5.0;1.0;0.88;7.0;20.0
379;АЛГЕБРА Л-05;71.0;1;0.73;42.0;20.0;0.6;0.0;19.0;0.25;0.0;20.0
380;АЛГЕБРА Л-02;86.0;1;0.91;9.0;16.0;1.0;5.0;19.0;0.88;7.0;20.0
381;АЛГЕБРА Л-06;92.0;1;0.91;29.0;20.0;1.0;6.0;20.0;1.0;5.0;20.0
382;АЛГЕБРА Л-09;91.0;1;0.45;7.0;12.0;1.0;0.5;14.0;0.88;24.0;19.25
383;АЛГЕБРА Л-02;76.0;1;0.91;21.25;18.0;1.0;8.0;9.0;1.0;0.0;16.0
384;АЛГЕБРА Л-02;78.0;1;1.0;29.0;19.0;1.0;5.0;11.0;1.0;8.0;20.0
385;АЛГЕБРА Л-01;80.75;1;0.55;19.0;8.0;1.0;6.45;7.0;1.0;8.3;20.0
386;АЛГЕБРА Л-07;76.0;1;1.0;27.0;5.0;1.0;5.0;15.0;1.0;8.0;15.0
387;АЛГЕБРА Л-08;61.0;1;0.55;24.0;15.25;1.0;0.0;12.5;0.88;11.0;9.5
388;АЛГЕБРА Л-04;20.0;0;0.73;12.75;13.0;0.6;0.0;7.0;0.62;0.0;0.0
389;АЛГЕБРА Л-02;92.0;1;1.0;4.0;19.0;1.0;5.0;15.0;1.0;8.0;20.0
390;АЛГЕБРА Л-06;91.0;1;0.55;23.0;18.0;1.0;5.0;9.0;1.0;0.0;20.0
391;АЛГЕБРА Л-04;73.0;1;0.55;40.0;13.0;1.0;5.0;1.0;0.38;3.0;20.0
392;АЛГЕБРА Л-01;9.0;0;0.18;30.0;5.0;0.6;0.0;0.0;0.62;2.0;0.0
393;АЛГЕБРА Л-08;61.0;1;0.73;2.0;0.0;0.6;0.0;20.0;0.88;9.0;10.0
394;АЛГЕБРА Л-01;72.0;1;0.36;25.0;13.0;1.0;0.0;8.0;1.0;23.0;0.0
395;АЛГЕБРА Л-03;77.0;1;0.73;26.0;10.0;1.0;5.0;10.0;0.88;7.0;20.0
396;АЛГЕБРА Л-09;71.5;1;1.0;26.5;5.0;1.0;4.0;7.0;1.0;23.0;10.0
397;АЛГЕБРА Л-03;92.0;1;0.82;26.0;12.0;1.0;9.5;12.0;1.0;15.5;12.0
398;АЛГЕБРА Л-08;42.0;0;1.0;23.0;20.0;1.0;8.0;0.0;1.0;0.0;7.0
399;АЛГЕБРА Л-05;77.0;1;0.73;16.0;20.0;1.0;3.0;20.0;0.38;0.0;19.0
400;АЛГЕБРА Л-01;47.0;0;0.27;6.0;5.0;0.0;0.0;11.0;0.5;14.0;7.0
401;АЛГЕБРА Л-07;41.0;0;0.91;11.0;15.0;1.0;0.0;15.0;1.0;0.0;5.0
402;АЛГЕБРА Л-05;76.0;1;0.73;5.0;20.0;0.8;6.0;7.0;1.0;0.0;20.0
403;АЛГЕБРА Л-01;76.0;1;0.45;23.0;19.0;1.0;0.0;17.0;1.0;22.0;0.0
404;АЛГЕБРА Л-01;92.0;1;0.18;18.0;18.0;1.0;1.5;20.0;1.0;16.5;18.0
405;АЛГЕБРА Л-05;100.0;1;0.91;28.0;20.0;1.0;15.0;20.0;0.75;9.0;20.0
406;АЛГЕБРА Л-01;58.6;0;0.27;7.0;6.0;0.0;5.3;8.0;0.12;4.3;10.0
407;АЛГЕБРА Л-01;0.0;0;0.45;24.0;0.0;0.6;0.0;0.0;0.62;0.0;0.0
408;АЛГЕБРА Л-06;91.0;1;1.0;7.0;20.0;0.6;0.0;20.0;1.0;0.0;20.0
409;АЛГЕБРА Л-02;78.0;1;0.91;29.0;4.0;0.8;4.0;10.0;0.88;10.0;15.0
410;АЛГЕБРА Л-06;98.0;1;0.64;33.0;20.0;1.0;4.0;1.0;1.0;10.0;20.0
411;АЛГЕБРА Л-09;61.0;1;0.36;40.0;1.0;0.6;0.0;20.0;0.88;10.0;10.0
412;АЛГЕБРА Л-09;64.0;1;0.55;21.0;7.0;0.6;6.0;20.0;0.25;0.0;0.0
