Команды;Направление;Пол;Баллы;Не сдал(-а);Посещение до Контрольная работа 1;Баллы до Контрольная работа 1;Количество баллов до Контрольная работа 1;Корень дисперсии баллов до Контрольная работа 1;Контрольная работа 1;Посещение до Контрольная работа 2;Баллы до Контрольная работа 2;Количество баллов до Контрольная работа 2;Корень дисперсии баллов до Контрольная работа 2;Контрольная работа 2;Посещение до Контрольная работа 3;Баллы до Контрольная работа 3;Количество баллов до Контрольная работа 3;Корень дисперсии баллов до Контрольная работа 3;Контрольная работа 3
ПиОА АТ-01, ПиОА К-01, ПиОА Л-01, ПиОА П-01;10.05.03 Информационная безопасность автоматизированных систем;1;65.3;0;0.9;0.10800000000000001;0.8;0.76;11.3;0.2;0.085;0.26666666666666666;0.2918333819190161;14.7;0.5;0.03;0.13043478260869565;0.23350738220868278;17.0
ПиОА АТ-09, ПиОА К-09, ПиОА Л-01, ПиОА П-09;10.03.01 Информационная безопасность;0;56.33;1;1.0;0.14;0.8;0.8;15.0;0.6;0.05;0.2;0.2350264957150799;12.0;0.5;0.04;0.08695652173913043;0.21068060784819506;6.33
ПиОА АТ-09, ПиОА К-09, ПиОА Л-01, ПиОА П-09;09.03.02 Информационные системы и технологии;0;61.16;1;0.8;0.15;0.8;0.806225774829855;12.0;0.6;0.05;0.2;0.23928714161048129;12.0;1.0;0.08;0.17391304347826086;0.2102221076140791;7.16
ПиОА АТ-10, ПиОА К-10, ПиОА Л-01, ПиОА П-10;09.03.02 Информационные системы и технологии;0;78.33;0;1.0;0.15;0.8;0.806225774829855;14.0;1.0;0.07;0.26666666666666666;0.22175393194281434;15.0;1.0;0.08;0.17391304347826086;0.20463999268655053;17.33
ПиОА АТ-10, ПиОА К-10, ПиОА Л-01, ПиОА П-10;01.03.03 Механика и математическое моделирование;1;57.62;1;0.4;0.12;0.6;0.9797958971132713;13.0;0.6;0.03;0.06666666666666667;0.30156211688503226;12.0;0.5;0.09;0.21739130434782608;0.23534316679546158;8.62
ПиОА АТ-08, ПиОА К-08, ПиОА Л-01, ПиОА П-08;09.03.02 Информационные системы и технологии;1;26.3;1;1.0;0.08199999999999999;0.6;0.7756287771866126;2.6;0.2;0.035;0.13333333333333333;0.22323745489146674;3.3;0.38;0.01;0.043478260869565216;0.16970837104222217;5.7
ПиОА АТ-15, ПиОА К-15, ПиОА Л-01, ПиОА П-15 ШЕН;03.03.02 Физика;1;61.8;1;1.0;0.08900000000000001;0.7;0.6862215385719105;6.57;0.8;0.059000000000000004;0.2;0.2206576410270385;13.0;0.88;0.094;0.21739130434782608;0.19273183204697175;13.99
ПиОА АТ-28, ПиОА К-28, ПиОА Л-01, ПиОА П-28;16.03.01 Техническая физика;1;77.7;0;0.9;0.16;0.8;0.8;16.78;0.4;0.07;0.26666666666666666;0.22175393194281437;15.92;0.88;0.1;0.21739130434782608;0.19792865051992464;4.0
ПиОА АТ-03, ПиОА К-03, ПиОА Л-05, ПиОА П-03 ШЕН;06.03.01 Биология;0;61.7;1;1.0;0.083;0.6;0.7616429609731846;11.7;0.2;0.08;0.13333333333333333;0.4766914716860104;13.0;0.75;0.04;0.13043478260869565;0.3356805386243506;11.7
ПиОА АТ-08, ПиОА К-08, ПиОА Л-01, ПиОА П-08;01.03.03 Механика и математическое моделирование;1;91.9;0;1.0;0.13699999999999998;0.8;0.7225648759800051;14.5;1.0;0.095;0.26666666666666666;0.2498635531990307;18.0;1.0;0.135;0.2608695652173913;0.24446924749676652;15.7
ПиОА АТ-23, ПиОА К-23, ПиОА Л-01, ПиОА П-23 СП;01.03.01 Математика;1;61.8;1;0.9;0.16;0.8;0.8;13.4;0.8;0.03;0.13333333333333333;0.25562055071556883;13.4;0.75;0.0;0.0;0.2174421266152845;8.0
ПиОА АТ-08, ПиОА К-08, ПиОА Л-01, ПиОА П-08;09.03.03 Прикладная информатика;1;61.3;1;1.0;0.077;0.5;0.8695401083331349;6.1;0.8;0.08;0.26666666666666666;0.31029272677314323;10.1;0.62;0.04;0.13043478260869565;0.23373454760137746;10.7
ПиОА АТ-23, ПиОА К-23, ПиОА Л-01, ПиОА П-23 СП;02.03.03 Математическое обеспечение и администрирование информационных систем;0;82.77;0;0.8;0.16;0.8;0.8;15.9;0.8;0.04;0.13333333333333333;0.25954334589839656;18.7;0.75;0.12;0.13043478260869565;0.3869826598410991;8.17
ПиОА АТ-33, ПиОА К-33, ПиОА Л-05, ПиОА П-33;38.03.01 Экономика;0;61.06;1;0.9;0.14;0.8;0.7469939758793239;6.99;0.8;0.04;0.2;0.2200003061940978;8.04;0.75;0.07;0.17391304347826086;0.1942726939750998;7.33
ПиОА АТ-08, ПиОА К-08, ПиОА Л-01, ПиОА П-08;02.03.03 Математическое обеспечение и администрирование информационных систем;1;11.1;1;1.0;0.015;0.1;0.45000000000000007;2.8;1.0;0.015;0.13333333333333333;0.12104295839506445;2.3;1.0;0.02;0.08695652173913043;0.0989643252599623;1.0
ПиОА АТ-08, ПиОА К-08, ПиОА Л-01, ПиОА П-08;09.03.02 Информационные системы и технологии;1;82.2;0;1.0;0.12300000000000001;0.8;0.7457211275000862;13.1;1.0;0.14;0.26666666666666666;0.5054968976227558;12.0;1.0;0.135;0.2608695652173913;0.3651183546807565;12.3
ПиОА АТ-10, ПиОА К-10, ПиОА Л-01, ПиОА П-10;10.05.01 Компьютерная безопасность;1;61.33;1;0.9;0.1;0.7;0.7745966692414834;12.0;0.8;0.08;0.26666666666666666;0.22922247654212508;16.0;0.5;0.06;0.13043478260869565;0.2156597840411129;7.33
ПиОА АТ-08, ПиОА К-08, ПиОА Л-01, ПиОА П-08;10.05.03 Информационная безопасность автоматизированных систем;1;25.5;1;0.8;0.076;0.6;0.728285658241325;8.2;0.6;0.0;0.0;0.19111274730523087;9.7;0.5;0.0;0.0;0.1379008438238284;0.0
ПиОА АТ-08, ПиОА К-08, ПиОА Л-01, ПиОА П-08;44.03.05 Педагогическое образование (с двумя профилями подготовки);0;14.9;1;0.8;0.0;0.0;0.0;3.4;0.4;0.03;0.13333333333333333;0.1490963010005428;5.0;0.75;0.035;0.08695652173913043;0.14453552264056352;0.0
ПиОА АТ-33, ПиОА К-33, ПиОА Л-05, ПиОА П-33;38.03.02 Менеджмент;1;37.63;1;0.9;0.098;0.7;0.7833262411026456;7.32;0.8;0.045;0.2;0.21742855568488362;4.78;0.75;0.039;0.08695652173913043;0.18960236898306207;5.33
ПиОА АТ-08, ПиОА К-08, ПиОА Л-01, ПиОА П-08;09.03.02 Информационные системы и технологии;1;61.5;1;1.0;0.105;0.8;0.687386354243376;9.0;0.4;0.055;0.2;0.21244538457704903;5.0;0.62;0.045;0.08695652173913043;0.20522854723143621;10.0
ПиОА АТ-10, ПиОА К-10, ПиОА Л-01, ПиОА П-10;02.03.03 Математическое обеспечение и администрирование информационных систем;0;88.66;0;1.0;0.15;0.8;0.806225774829855;17.0;1.0;0.09;0.26666666666666666;0.2420859167901289;18.0;1.0;0.11;0.21739130434782608;0.21964971749327372;16.66
ПиОА АТ-10, ПиОА К-10, ПиОА Л-01, ПиОА П-10;10.05.03 Информационная безопасность автоматизированных систем;0;70.55;0;1.0;0.11;0.7;0.8306623862918074;16.06;0.8;0.06;0.2;0.24347323999182854;16.0;1.0;0.1;0.21739130434782608;0.20698416986486903;8.49
ПиОА АТ-08, ПиОА К-08, ПиОА Л-01, ПиОА П-08;10.05.03 Информационная безопасность автоматизированных систем;1;39.8;1;1.0;0.068;0.6;0.6939740629158989;9.7;0.2;0.055;0.26666666666666666;0.19600248828164613;7.6;0.25;0.055;0.13043478260869565;0.17729964104353038;4.7
ПиОА АТ-33, ПиОА К-33, ПиОА Л-05, ПиОА П-33;38.03.01 Экономика;0;61.0;1;0.9;0.136;0.8;0.7578918128598566;3.0;0.8;0.04;0.2;0.22102367551865953;8.41;0.75;0.0725;0.21739130434782608;0.1901017230265972;8.33
ПиОА АТ-11, ПиОА К-11, ПиОА Л-05, ПиОА П-11 ШЕН;03.03.02 Физика;0;61.0;0;0.9;0.11;0.7;0.8306623862918074;11.0;0.4;0.06;0.2;0.24347323999182854;14.0;0.5;0.05;0.13043478260869565;0.2051109714284708;14.0
ПиОА АТ-10, ПиОА К-10, ПиОА Л-01, ПиОА П-10;15.03.06 Мехатроника и робототехника;1;73.33;0;1.0;0.14;0.8;0.8;17.0;1.0;0.07;0.26666666666666666;0.22022983187592227;12.0;0.88;0.08;0.17391304347826086;0.20226864966883512;15.33
ПиОА АТ-08, ПиОА К-08, ПиОА Л-01, ПиОА П-08;10.03.01 Информационная безопасность;1;0.0;1;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ПиОА АТ-08, ПиОА К-08, ПиОА Л-01, ПиОА П-08;09.03.02 Информационные системы и технологии;1;5.0;1;0.8;0.04;0.2;0.8000000000000002;0.0;0.4;0.0;0.0;0.18715936836843095;0.0;0.12;0.0;0.0;0.12732107233556428;1.0
ПиОА АТ-33, ПиОА К-33, ПиОА Л-05, ПиОА П-33;38.03.01 Экономика;0;61.38;1;1.0;0.1515;0.8;0.7642152838042432;7.49;1.0;0.055;0.2;0.23157245072036792;10.74;1.0;0.1;0.21739130434782608;0.20096568790799532;9.0
ПиОА АТ-33, ПиОА К-33, ПиОА Л-05, ПиОА П-33;38.03.01 Экономика;1;56.0;1;0.7;0.13;0.7;0.8820430828479978;11.37;0.4;0.045;0.2;0.2461560321948686;7.33;0.62;0.06;0.13043478260869565;0.21277244900083955;3.5
ПиОА АТ-08, ПиОА К-08, ПиОА Л-01, ПиОА П-08;15.03.06 Мехатроника и робототехника;1;61.0;1;1.0;0.08;0.5;0.8590692637965812;13.1;0.8;0.09;0.2;0.37283110294566085;11.2;0.75;0.077;0.08695652173913043;0.3548712933589281;11.0
ПиОА АТ-37, ПиОА К-37, ПиОА Л-01, ПиОА П-37;04.03.01 Химия;0;6.03;1;0.5;0.0;0.0;0.0;0.7;0.8;0.0;0.0;0.0;2.83;0.62;0.0;0.0;0.0;2.5
ПиОА АТ-10, ПиОА К-10, ПиОА Л-01, ПиОА П-10;15.03.06 Мехатроника и робототехника;1;61.35;1;0.8;0.06;0.4;0.8;16.0;0.8;0.06;0.2;0.25029453851837297;14.0;0.88;0.06;0.13043478260869565;0.2102221076140791;9.35
ПиОА АТ-10, ПиОА К-10, ПиОА Л-01, ПиОА П-10;02.03.03 Математическое обеспечение и администрирование информационных систем;0;66.33;0;0.9;0.13;0.8;0.7810249675906655;14.0;0.6;0.06;0.2;0.23502649571507991;20.0;0.62;0.04;0.08695652173913043;0.21068060784819506;9.33
ПиОА АТ-08, ПиОА К-08, ПиОА Л-01, ПиОА П-08;15.03.06 Мехатроника и робототехника;1;61.0;1;1.0;0.139;0.8;0.8055432949258532;2.1;1.0;0.16;0.26666666666666666;0.6285934085644472;4.0;0.75;0.15;0.2608695652173913;0.459547945283169;5.0
ПиОА АТ-08, ПиОА К-08, ПиОА Л-01, ПиОА П-08;09.03.03 Прикладная информатика;1;96.1;0;1.0;0.133;0.8;0.8246817568007674;12.9;1.0;0.15;0.26666666666666666;0.5690632129948021;16.1;0.75;0.12;0.2608695652173913;0.40216657640714365;18.8
ПиОА АТ-08, ПиОА К-08, ПиОА Л-01, ПиОА П-08;09.03.03 Прикладная информатика;0;98.0;0;1.0;0.145;0.8;0.7889866919029751;15.8;0.8;0.135;0.26666666666666666;0.4987353491256635;15.9;0.62;0.14;0.2608695652173913;0.3850453909183315;17.3
ПиОА АТ-08, ПиОА К-08, ПиОА Л-01, ПиОА П-08;09.03.02 Информационные системы и технологии;1;76.2;0;0.7;0.11800000000000001;0.7;0.8072174428244225;11.0;0.4;0.095;0.26666666666666666;0.28823337350467615;13.5;1.0;0.08;0.2608695652173913;0.22028140036242147;17.4
ПиОА АТ-23, ПиОА К-23, ПиОА Л-01, ПиОА П-23 СП;06.05.01 Биоинженерия и биоинформатика;1;24.4;1;0.6;0.12;0.6;0.9797958971132712;12.4;0.6;0.0;0.0;0.26972535711746776;0.0;0.12;0.0;0.0;0.1984155606050542;0.0
ПиОА АТ-10, ПиОА К-10, ПиОА Л-01, ПиОА П-10;10.03.01 Информационная безопасность;1;37.0;1;0.8;0.13;0.7;0.9000000000000001;8.0;0.2;0.06;0.2;0.25562055071556883;0.0;0.12;0.01;0.043478260869565216;0.21386258784168272;9.0
ПиОА АТ-10, ПиОА К-10, ПиОА Л-01, ПиОА П-10;02.03.03 Математическое обеспечение и администрирование информационных систем;0;88.16;0;1.0;0.13;0.8;0.7810249675906655;18.0;1.0;0.09;0.26666666666666666;0.24347323999182854;18.0;1.0;0.09;0.17391304347826086;0.2269949917635331;16.16
ПиОА АТ-08, ПиОА К-08, ПиОА Л-01, ПиОА П-08;09.03.02 Информационные системы и технологии;1;61.5;1;0.3;0.10800000000000001;0.7;0.76;0.0;0.4;0.09;0.26666666666666666;0.28256869196476747;7.2;0.75;0.04;0.13043478260869565;0.22988418127789967;18.5
ПиОА АТ-33, ПиОА К-33, ПиОА Л-05, ПиОА П-33;38.03.01 Экономика;0;61.0;1;0.9;0.105;0.7;0.85;11.61;0.8;0.013000000000000001;0.13333333333333333;0.22316200369287686;9.16;0.75;0.08;0.21739130434782608;0.19190900274534214;8.0
ПиОА АТ-08, ПиОА К-08, ПиОА Л-01, ПиОА П-08;10.05.03 Информационная безопасность автоматизированных систем;1;24.5;1;0.6;0.05;0.3;0.806225774829855;8.5;0.4;0.02;0.13333333333333333;0.19766232334989423;0.0;0.38;0.06;0.17391304347826086;0.1708473851977236;0.0
ПиОА АТ-10, ПиОА К-10, ПиОА Л-01, ПиОА П-10;38.03.01 Экономика;0;83.6;0;0.9;0.12;0.7;0.8717797887081348;16.94;0.8;0.07;0.26666666666666666;0.2350264957150799;14.0;0.88;0.09;0.17391304347826086;0.22052656615934949;15.66
ПиОА АТ-30, ПиОА К-30, ПиОА Л-01, ПиОА П-30;04.03.01 Химия;0;61.0;1;0.8;0.115;0.6;0.9500000000000001;2.5;1.0;0.06;0.2;0.26436499667153324;9.45;1.0;0.14;0.2608695652173913;0.24528098172995202;7.25
ПиОА АТ-17, ПиОА К-17, ПиОА Л-01, ПиОА П-17;10.03.01 Информационная безопасность;0;91.0;0;1.0;0.16;0.8;0.8;16.5;0.8;0.06;0.2;0.24347323999182854;17.5;0.88;0.1;0.21739130434782608;0.2079144404840798;14.0
ПиОА АТ-01, ПиОА К-01, ПиОА Л-01, ПиОА П-01;10.05.03 Информационная безопасность автоматизированных систем;0;49.1;1;0.8;0.139;0.8;0.7340980860893183;13.5;0.4;0.1;0.26666666666666666;0.3803173587476244;4.7;0.62;0.06;0.17391304347826086;0.2878702080503869;0.0
ПиОА АТ-01, ПиОА К-01, ПиОА Л-01, ПиОА П-01;09.03.03 Прикладная информатика;0;62.7;1;1.0;0.057999999999999996;0.4;0.8109253973085317;13.6;0.6;0.125;0.26666666666666666;0.6108814562475001;8.8;0.88;0.065;0.21739130434782608;0.4205681270321786;10.5
ПиОА АТ-17, ПиОА К-17, ПиОА Л-01, ПиОА П-17;09.03.02 Информационные системы и технологии;1;39.5;1;1.0;0.142;0.8;0.7600000000000001;9.5;0.2;0.045;0.2;0.22338828083590195;0.0;0.12;0.025;0.13043478260869565;0.19077434667469803;7.8
ПиОА АТ-17, ПиОА К-17, ПиОА Л-01, ПиОА П-17;09.03.02 Информационные системы и технологии;1;49.5;1;1.0;0.08900000000000001;0.5;0.9321480569094159;7.4;0.8;0.035;0.2;0.24218328809395026;11.0;0.88;0.03;0.08695652173913043;0.19164233305330688;7.3
ПиОА АТ-03, ПиОА К-03, ПиОА Л-05, ПиОА П-03 ШЕН;05.03.06 Экология и природопользование;0;19.4;1;0.8;0.04;0.3;0.66332495807108;0.0;0.4;0.04;0.2;0.19766232334989423;3.9;0.62;0.055;0.17391304347826086;0.1653949246195121;0.0
ПиОА АТ-17, ПиОА К-17, ПиОА Л-01, ПиОА П-17;09.03.02 Информационные системы и технологии;1;97.0;0;1.0;0.15;0.8;0.806225774829855;18.2;1.0;0.06;0.2;0.24208591679012886;19.8;0.5;0.1;0.21739130434782608;0.20651746313827668;20.0
ПиОА АТ-01, ПиОА К-01, ПиОА Л-01, ПиОА П-01;09.03.03 Прикладная информатика;1;69.4;0;0.9;0.135;0.8;0.7433034373659253;14.7;1.0;0.07;0.13333333333333333;0.40666392429416537;11.6;0.75;0.075;0.21739130434782608;0.29762334090758147;10.6
ПиОА АТ-06, ПиОА К-06, ПиОА Л-01, ПиОА П-06;09.03.02 Информационные системы и технологии;1;79.0;0;1.0;0.14;0.8;0.7681145747868608;14.3;1.0;0.115;0.26666666666666666;0.37879104278254383;12.7;1.0;0.09;0.21739130434782608;0.2865566074409682;12.0
ПиОА АТ-17, ПиОА К-17, ПиОА Л-01, ПиОА П-17;15.03.06 Мехатроника и робототехника;0;61.7;1;0.9;0.14600000000000002;0.8;0.7825599018605541;4.9;0.8;0.026000000000000002;0.2;0.23334375828770068;19.3;0.5;0.063;0.17391304347826086;0.19975327409706548;13.0
ПиОА АТ-01, ПиОА К-01, ПиОА Л-01, ПиОА П-01;09.03.02 Информационные системы и технологии;0;15.0;1;0.5;0.035;0.4;0.5024937810560445;0.0;0.4;0.045;0.13333333333333333;0.23286694153981677;7.0;0.5;0.0;0.0;0.16466405526987277;0.0
ПиОА АТ-27, ПиОА К-27, ПиОА Л-04, ПиОА П-27;09.03.02 Информационные системы и технологии;1;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ПиОА АТ-03, ПиОА К-03, ПиОА Л-05, ПиОА П-03 ШЕН;05.03.06 Экология и природопользование;0;61.2;1;0.9;0.1;0.6;0.8944271909999159;7.0;0.8;0.12;0.26666666666666666;0.41282896392130825;8.9;0.75;0.04;0.08695652173913043;0.31464390778510776;10.3
ПиОА АТ-02, ПиОА К-02, ПиОА Л-01, ПиОА П-02;44.03.05 Педагогическое образование (с двумя профилями подготовки);0;62.9;1;0.7;0.10800000000000001;0.7;0.8529947244854449;11.4;1.0;0.0;0.0;0.23749279828119582;13.7;0.88;0.02;0.08695652173913043;0.1751091851955423;12.7
ПиОА АТ-08, ПиОА К-08, ПиОА Л-01, ПиОА П-08;44.03.05 Педагогическое образование (с двумя профилями подготовки);0;4.0;1;0.6;0.04;0.2;0.8000000000000002;0.0;0.2;0.0;0.0;0.18715936836843095;0.0;0.12;0.0;0.0;0.12732107233556428;0.0
ПиОА АТ-01, ПиОА К-01, ПиОА Л-01, ПиОА П-01;02.03.03 Математическое обеспечение и администрирование информационных систем;1;62.2;1;0.5;0.08;0.4;0.9797958971132713;16.8;0.2;0.055;0.26666666666666666;0.2762033898473235;15.3;0.25;0.04;0.13043478260869565;0.21810675004993932;9.3
ПиОА АТ-30, ПиОА К-30, ПиОА Л-01, ПиОА П-30;16.03.01 Техническая физика;1;76.33;0;0.8;0.16;0.8;0.8;13.49;1.0;0.06;0.2;0.24347323999182854;13.02;1.0;0.11;0.2608695652173913;0.19792865051992464;8.32
ПиОА АТ-17, ПиОА К-17, ПиОА Л-01, ПиОА П-17;37.03.01 Психология;1;64.9;1;0.7;0.128;0.8;0.7652450587883597;5.0;0.4;0.037000000000000005;0.2;0.2129995564490469;13.0;0.62;0.099;0.21739130434782608;0.19099676517243125;15.5
ПиОА АТ-03, ПиОА К-03, ПиОА Л-05, ПиОА П-03 ШЕН;05.03.06 Экология и природопользование;0;16.5;1;0.8;0.078;0.5;0.8280096617793781;0.0;0.4;0.02;0.06666666666666667;0.23073096901072138;5.7;0.38;0.01;0.043478260869565216;0.16899615738184756;0.0
